Date,Client,Order Quantity,Material
12/31/2019,c3,252,12395525
12/31/2019,c3,180,12322779
12/31/2019,c3,70,12293768
12/31/2019,c3,108,12293783
1/3/2020,c3,96,12222902
1/2/2020,c3,144,12222902
12/31/2019,c1,104,12246740
12/31/2019,c4,1008,12321895
12/31/2019,c6,210,12395525
12/31/2019,c3,24,12322779
12/31/2019,c3,84,12395525
12/31/2019,c3,20,12293768
12/31/2019,c1,252,12395525
12/31/2019,c1,198,12271469
12/31/2019,c1,105,12322779
12/31/2019,c1,216,12293783
12/31/2019,c1,100,12293768
2/6/2020,c7,196,12404641
1/2/2020,c3,84,12395525
1/2/2020,c3,44,12271469
1/2/2020,c3,490,12404641
12/31/2019,c5,105,12042081
12/31/2019,c5,147,11001186
12/31/2019,c5,319,11000858
12/31/2019,c5,440,11000851
1/2/2020,c2,104,12246740
12/31/2019,c3,252,11001186
12/31/2019,c3,189,12042081
12/31/2019,c3,198,11000858
1/1/2020,c1,104,12246740
1/2/2020,c5,63,12042081
1/2/2020,c5,99,11000858
1/1/2020,c1,294,12395525
1/1/2020,c1,66,12271469
1/1/2020,c1,108,12293783
1/2/2020,c4,594,12365978
1/2/2020,c2,110,12320670
1/2/2020,c2,44,12320619
1/3/2020,c1,168,12395525
1/3/2020,c1,66,12271469
1/3/2020,c1,108,12293783
1/3/2020,c1,40,12293768
1/2/2020,c1,192,12222902
12/31/2019,c10,96,12222902
1/1/2020,c1,132,12320619
1/1/2020,c1,132,12320670
1/1/2020,c1,264,12320618
1/2/2020,c4,396,12365978
1/2/2020,c1,99,11000858
1/2/2020,c1,126,11001186
1/2/2020,c1,126,12042081
1/3/2020,c3,196,12404641
1/3/2020,c3,44,12271469
1/3/2020,c3,126,12395525
1/3/2020,c3,12,12322779
1/3/2020,c1,269,12404641
1/2/2020,c5,84,12042081
1/2/2020,c5,187,11000858
1/2/2020,c5,198,11000851
1/2/2020,c5,315,12322779
1/2/2020,c5,198,11000858
1/2/2020,c2,1050,12322779
1/2/2020,c2,210,12395525
1/2/2020,c2,432,12293783
1/2/2020,c2,264,12271469
1/3/2020,c1,104,12246740
1/2/2020,c5,42,12042081
1/2/2020,c5,198,11000858
1/2/2020,c5,220,11000851
1/2/2020,c5,42,12042081
1/2/2020,c5,48,12222902
1/2/2020,c5,88,11000851
1/2/2020,c5,99,11000858
1/2/2020,c5,126,12042081
1/2/2020,c5,330,11000858
1/2/2020,c5,440,11000851
1/2/2020,c5,216,12293783
1/2/2020,c5,525,12322779
1/3/2020,c1,60,12404641
1/3/2020,c3,75,12322779
1/3/2020,c3,216,12293783
1/3/2020,c3,132,12271469
1/3/2020,c3,294,12395525
1/3/2020,c3,80,12293768
1/3/2020,c1,420,12395525
1/3/2020,c1,132,12271469
1/3/2020,c1,108,12293783
1/3/2020,c1,40,12293768
1/3/2020,c1,104,12246740
1/3/2020,c3,11,11000858
1/3/2020,c4,112,12396696
1/3/2020,c1,97,12404641
1/6/2020,c1,104,12246740
1/3/2020,c2,80,12293768
1/3/2020,c2,98,12404641
1/3/2020,c1,104,12246740
1/3/2020,c1,210,12395525
1/3/2020,c1,198,12271469
1/3/2020,c1,108,12293783
1/3/2020,c2,210,12395525
1/3/2020,c2,216,12293783
1/3/2020,c2,98,12404641
1/3/2020,c2,80,12293768
1/3/2020,c2,208,12246740
1/3/2020,c4,224,12396696
1/3/2020,c2,42,12395525
1/3/2020,c2,132,12271469
1/3/2020,c2,60,12322779
1/3/2020,c2,90,12293783
1/3/2020,c4,198,12365978
1/3/2020,c10,396,12271469
1/3/2020,c10,54,12293783
1/3/2020,c10,160,12293768
1/6/2020,c3,63,12042081
1/6/2020,c3,110,11000851
1/6/2020,c3,63,11001186
1/3/2020,c3,110,11000851
1/3/2020,c3,63,11001186
1/3/2020,c4,990,12365978
1/6/2020,c1,12,12404641
1/3/2020,c10,180,12322779
1/3/2020,c10,264,12271469
1/3/2020,c10,80,12293768
1/6/2020,c1,144,12222902
1/6/2020,c1,126,11001186
1/7/2020,c6,392,12404641
1/6/2020,c3,144,12222902
1/6/2020,c4,420,12396696
1/7/2020,c3,60,12322779
1/6/2020,c5,126,12042081
1/6/2020,c5,99,11000858
1/6/2020,c5,110,11000851
1/6/2020,c4,644,12396696
1/6/2020,c1,132,12320619
1/6/2020,c1,132,12320670
1/6/2020,c1,132,12320618
1/6/2020,c5,48,12222902
1/6/2020,c4,28,12396696
1/6/2020,c1,132,12320670
1/6/2020,c1,132,12320618
1/6/2020,c1,97,12404641
1/6/2020,c2,252,12042081
1/6/2020,c2,252,11001186
1/6/2020,c2,220,11000851
1/6/2020,c2,99,11000858
1/6/2020,c1,252,12395525
1/6/2020,c1,66,12271469
1/6/2020,c1,108,12293783
1/6/2020,c2,144,12222902
1/6/2020,c4,1232,12396696
1/6/2020,c4,1036,12396696
1/6/2020,c1,48,12222902
1/6/2020,c6,48,12222902
1/6/2020,c4,84,12396696
1/6/2020,c3,99,11000851
1/7/2020,c4,396,12365978
1/6/2020,c4,280,12396696
1/28/2020,c2,104,12246740
1/7/2020,c7,110,11000851
1/7/2020,c7,48,12222902
1/7/2020,c5,216,12293783
1/7/2020,c5,630,12322779
1/6/2020,c4,784,12396696
1/7/2020,c5,315,12322779
1/7/2020,c1,137,12404641
1/7/2020,c7,660,12320618
1/7/2020,c7,660,12320670
1/7/2020,c7,660,12320619
1/7/2020,c3,96,12222902
1/7/2020,c1,210,12395525
1/7/2020,c1,132,12271469
1/7/2020,c1,108,12293783
1/7/2020,c1,80,12293768
1/7/2020,c1,252,12395525
1/7/2020,c1,264,12271469
1/7/2020,c1,105,12322779
1/7/2020,c1,216,12293783
1/7/2020,c1,70,12293768
1/7/2020,c5,120,12322779
1/7/2020,c5,396,12271469
1/7/2020,c1,208,12246740
1/7/2020,c5,42,12042081
1/7/2020,c5,48,12222902
1/7/2020,c5,294,12404641
1/7/2020,c5,112,12404641
1/7/2020,c2,154,12320670
1/7/2020,c2,220,12320619
1/7/2020,c2,132,12320618
1/7/2020,c7,420,12322779
1/7/2020,c4,990,12365978
1/7/2020,c3,20,12293768
1/7/2020,c3,98,12404641
1/7/2020,c6,48,12222902
1/7/2020,c5,126,12042081
1/7/2020,c5,96,12222902
1/7/2020,c4,252,12321896
1/7/2020,c4,252,12321895
1/7/2020,c4,594,12365978
1/7/2020,c4,594,12365978
1/7/2020,c3,168,12395525
1/7/2020,c3,264,12271469
1/7/2020,c3,216,12293783
1/7/2020,c3,240,12322779
1/7/2020,c3,70,12293768
1/7/2020,c5,216,12293783
1/7/2020,c7,66,12271469
1/7/2020,c7,108,12293783
1/7/2020,c7,120,12322779
1/7/2020,c4,28,12396696
1/7/2020,c5,294,12404641
1/7/2020,c6,21,12042081
1/7/2020,c6,144,12222902
1/7/2020,c7,150,12404641
1/7/2020,c7,55,12271469
1/9/2020,c5,294,12404641
1/7/2020,c7,440,12320618
1/7/2020,c7,330,12320670
1/7/2020,c7,550,12320619
1/7/2020,c7,198,12320618
1/7/2020,c7,220,12320670
1/7/2020,c7,198,12320619
1/8/2020,c2,196,12404641
1/8/2020,c2,80,12293768
1/8/2020,c1,252,12395525
1/8/2020,c1,66,12271469
1/8/2020,c1,216,12293783
1/8/2020,c1,40,12293768
1/8/2020,c2,160,12293768
1/8/2020,c2,294,12404641
1/8/2020,c2,48,12222902
1/8/2020,c1,126,11001186
1/7/2020,c10,244,12322779
1/7/2020,c10,504,12395525
1/8/2020,c1,66,12320619
1/8/2020,c1,132,12320670
1/8/2020,c1,132,12320618
1/8/2020,c10,96,12222902
1/8/2020,c10,240,12222902
1/8/2020,c4,112,12396696
1/8/2020,c4,168,12396696
1/8/2020,c10,495,11000858
1/8/2020,c10,252,12042081
1/8/2020,c1,96,12222902
1/8/2020,c8,48,12222902
1/8/2020,c1,132,12320619
1/8/2020,c1,264,12320670
1/8/2020,c1,264,12320618
1/8/2020,c2,84,12395525
1/8/2020,c2,108,12293783
1/8/2020,c10,66,11000851
1/8/2020,c10,220,11000851
1/9/2020,c1,99,11000858
1/9/2020,c1,110,11000851
1/9/2020,c7,48,12222902
1/9/2020,c4,112,12396696
1/9/2020,c3,144,12222902
1/9/2020,c2,420,12322779
1/9/2020,c2,792,12271469
1/9/2020,c2,378,12395525
1/9/2020,c2,324,12293783
1/9/2020,c5,98,12404641
1/9/2020,c1,144,12222902
1/9/2020,c7,98,12404641
1/9/2020,c5,21,12042081
1/9/2020,c5,42,11001186
1/9/2020,c10,462,12271469
1/9/2020,c10,105,12322779
1/9/2020,c4,198,12365978
1/9/2020,c1,192,12222902
1/9/2020,c7,330,11000851
1/9/2020,c7,168,12222902
1/10/2020,c8,294,12404641
1/10/2020,c8,80,12293768
2/11/2020,c7,480,12293768
1/9/2020,c4,28,12396696
1/9/2020,c4,28,12396696
1/9/2020,c4,396,12365978
2/10/2020,c3,63,12042081
2/10/2020,c3,11,11000851
2/10/2020,c3,63,11001186
2/10/2020,c3,33,11000858
1/9/2020,c4,28,12396696
1/10/2020,c1,252,12395525
1/10/2020,c1,264,12271469
1/10/2020,c1,105,12322779
1/10/2020,c1,108,12293783
1/10/2020,c1,80,12293768
1/9/2020,c5,21,12042081
1/9/2020,c5,42,11001186
1/10/2020,c1,252,12395525
1/10/2020,c1,132,12271469
1/10/2020,c1,108,12293783
1/10/2020,c1,50,12293768
1/10/2020,c1,104,12246740
1/10/2020,c1,168,12395525
1/10/2020,c1,264,12271469
1/10/2020,c1,216,12293783
1/10/2020,c1,30,12293768
1/10/2020,c1,104,12246740
1/10/2020,c4,168,12396696
1/10/2020,c3,48,12222902
1/10/2020,c10,264,12320619
1/10/2020,c10,132,12320670
1/10/2020,c1,199,12404641
1/10/2020,c1,243,12404641
1/10/2020,c1,56,12404641
1/10/2020,c1,104,12246740
1/10/2020,c4,112,12396696
1/10/2020,c10,198,12271469
1/10/2020,c10,108,12293783
1/10/2020,c10,160,12293768
1/10/2020,c2,196,12404641
1/10/2020,c2,80,12293768
1/10/2020,c4,594,12365978
1/10/2020,c10,90,12322779
1/10/2020,c10,396,12271469
1/10/2020,c10,14,12404641
1/10/2020,c10,80,12293768
1/10/2020,c4,1764,12321896
1/10/2020,c4,990,12365978
1/29/2020,c5,12,12246740
1/13/2020,c2,144,12222902
1/13/2020,c4,28,12396696
1/31/2020,c8,42,12395525
1/31/2020,c8,105,12322779
1/31/2020,c8,160,12293768
1/13/2020,c3,108,12293783
1/13/2020,c3,294,12395525
1/13/2020,c3,210,12322779
1/13/2020,c3,120,12293768
1/14/2020,c4,396,12365978
1/13/2020,c6,96,12222902
1/13/2020,c1,210,12395525
1/13/2020,c1,66,12271469
1/13/2020,c1,105,12322779
1/13/2020,c1,216,12293783
1/13/2020,c1,60,12293768
1/13/2020,c1,32,12404641
1/13/2020,c1,104,12246740
1/13/2020,c3,84,12395525
1/13/2020,c3,196,12404641
1/13/2020,c3,20,12293768
1/13/2020,c3,24,12322779
1/13/2020,c2,99,11000858
1/13/2020,c2,330,11000851
1/13/2020,c2,126,12042081
1/13/2020,c2,126,11001186
1/13/2020,c3,126,12395525
1/13/2020,c3,264,12271469
1/13/2020,c3,108,12293783
1/13/2020,c3,160,12293768
1/13/2020,c10,66,12271469
1/13/2020,c10,108,12293783
1/13/2020,c10,28,12404641
1/13/2020,c10,160,12293768
1/13/2020,c7,432,12293783
1/13/2020,c6,396,12320619
1/13/2020,c6,924,12320618
1/13/2020,c6,396,12320670
1/13/2020,c6,264,12320619
1/13/2020,c7,24,12222902
1/14/2020,c1,168,12395525
1/14/2020,c1,132,12271469
1/14/2020,c1,108,12293783
1/13/2020,c1,39,12404641
1/13/2020,c1,192,12222902
1/13/2020,c1,116,12404641
1/13/2020,c1,110,11000851
1/13/2020,c1,126,12042081
1/13/2020,c1,132,12320619
1/13/2020,c1,264,12320670
1/13/2020,c1,132,12320618
1/13/2020,c6,66,12320618
1/13/2020,c6,66,12320670
1/13/2020,c6,66,12320619
1/13/2020,c1,99,11000858
1/13/2020,c1,110,11000851
1/13/2020,c1,126,11001186
1/13/2020,c1,126,12042081
1/13/2020,c3,75,12322779
1/13/2020,c3,108,12293783
1/13/2020,c3,66,12271469
1/13/2020,c3,168,12395525
1/13/2020,c1,132,12320619
1/13/2020,c1,132,12320670
1/13/2020,c1,264,12320618
